avg_packet_size,byte_rate,duration,tcp_pct,unique_dst_ports,syn_ratio,ground_truth
1077.87,29152.44,1.69,0.71,3,0.12,Normal
53.33,1644.91,0.35,0.5,38,0.59,Suspicious
105.22,1805.2,0.62,0.49,82,0.59,Suspicious
1112.95,315587.07,586.03,0.78,1,0.04,Priority
1216.71,833335.69,217.57,0.97,1,0.03,Priority
84.19,1762.44,0.99,0.54,118,0.78,Suspicious
72.15,1047.26,0.58,0.49,192,0.64,Suspicious
69.9,14474.0,4.91,0.97,1,0.72,Suspicious
126.9,10566.11,0.06,0.37,24,0.58,Suspicious
84.38,1338.59,0.51,0.4,65,0.85,Suspicious
932.73,986865.76,164.48,0.92,1,0.03,Priority
1091.58,433461.8,519.02,0.61,3,0.03,Priority
535.65,12947.44,3.18,0.81,5,0.04,Normal
979.33,640865.16,146.69,0.98,2,0.01,Priority
1455.33,984136.38,230.33,0.99,1,0.03,Priority
1465.87,204913.96,316.68,0.89,3,0.02,Priority
876.62,7071.79,0.18,0.62,2,0.08,Normal
56.49,576.91,0.19,0.56,79,0.76,Suspicious
65.03,20189.21,4.18,0.94,2,0.71,Suspicious
1424.79,344070.9,388.49,0.51,1,0.02,Priority
77.24,55873.72,0.24,0.28,30,0.48,Suspicious
1397.43,975472.56,227.17,0.98,2,0.02,Priority
781.23,59452.04,2.55,0.78,3,0.02,Normal
1093.66,347206.6,201.27,0.98,1,0.03,Priority
1415.54,652631.51,155.93,0.92,2,0.02,Priority
54.34,18396.37,2.24,0.99,2,0.78,Suspicious
959.94,968386.54,263.36,0.96,2,0.01,Priority
542.72,19262.98,5.73,0.69,1,0.13,Normal
1186.75,748300.97,51.26,0.99,1,0.03,Priority
288.6,96573.45,327.16,0.23,2,0.03,Priority
238.98,42702.38,2679.97,0.28,2,0.02,Priority
718.8,4024.95,4.02,0.67,4,0.1,Normal
150.62,99169.57,3282.87,0.18,1,0.02,Priority
1099.83,57554.69,6.0,0.82,4,0.11,Normal
45.96,5996.26,1.48,0.87,1,0.85,Suspicious
69.83,9509.17,4.44,0.89,2,0.91,Suspicious
1202.98,58866.83,6.1,0.78,2,0.07,Normal
91.97,640.56,0.7,0.42,78,0.58,Suspicious
1120.68,39694.23,1.64,0.69,2,0.13,Normal
240.24,69698.05,2029.55,0.38,2,0.04,Priority
612.16,12914.35,8.61,0.84,4,0.07,Normal
46.21,33334.71,3.08,0.93,1,0.88,Suspicious
61.22,855.02,0.55,0.53,179,0.76,Suspicious
1306.5,724865.9,255.09,0.91,1,0.02,Priority
110.15,325.79,0.42,0.41,179,0.53,Suspicious
41.77,11730.38,4.65,0.88,1,0.8,Suspicious
64.18,26470.09,0.52,1.0,2,0.84,Suspicious
968.21,49038.44,7.71,0.88,3,0.05,Normal
1274.03,230086.64,273.35,0.69,2,0.03,Priority
56.57,30327.79,1.82,0.88,2,0.81,Suspicious
1231.74,155556.3,237.06,0.91,1,0.02,Priority
228.35,48841.58,2702.64,0.19,2,0.02,Priority
1229.93,440952.74,213.91,0.98,1,0.01,Priority
1175.15,26551.73,2.0,0.92,4,0.13,Normal
472.39,18131.72,8.83,0.65,3,0.15,Normal
149.57,33505.23,0.23,0.23,20,0.48,Suspicious
118.67,40848.85,425.57,0.18,2,0.04,Priority
1061.4,20167.62,5.21,0.76,1,0.13,Normal
1425.92,286691.25,44.98,0.89,1,0.04,Priority
1122.93,48811.5,7.99,0.64,5,0.02,Normal
108.12,649.9,0.68,0.5,149,0.71,Suspicious
54.35,48435.24,3.64,0.93,1,0.82,Suspicious
1342.77,16756.6,4.46,0.88,1,0.11,Normal
1398.22,445721.78,315.63,0.72,3,0.03,Priority
74.95,48001.42,1.41,0.98,2,0.77,Suspicious
57.8,26386.36,0.79,0.92,1,0.72,Suspicious
917.01,32244.79,4.07,0.7,5,0.09,Normal
1127.87,239787.35,453.98,0.6,2,0.03,Priority
59.44,21840.45,0.24,0.48,29,0.55,Suspicious
75.49,10645.94,0.79,0.93,1,0.96,Suspicious
167.9,43473.06,0.08,0.37,82,0.53,Suspicious
1258.46,542592.2,257.0,0.99,2,0.02,Priority
79.17,10593.71,2.18,0.99,2,0.89,Suspicious
40.13,1670.92,1.0,0.59,126,0.84,Suspicious
218.4,59708.44,2919.32,0.24,1,0.04,Priority
91.19,43145.6,0.5,0.27,75,0.38,Suspicious
1351.09,32762.03,6.75,0.63,5,0.04,Normal
835.28,993685.55,137.05,1.0,1,0.03,Priority
1083.45,23151.03,8.02,0.91,1,0.15,Normal
1053.61,223363.37,378.92,0.56,3,0.04,Priority
55.82,48370.85,0.16,0.31,88,0.45,Suspicious
497.67,6991.84,7.08,0.67,2,0.07,Normal
63.94,31108.45,3.36,0.9,2,0.91,Suspicious
1055.45,1511.48,9.28,0.62,1,0.09,Normal
55.41,32778.58,0.5,0.93,2,0.75,Suspicious
508.86,2941.91,6.12,0.93,5,0.05,Normal
161.92,52161.31,1038.38,0.15,2,0.01,Priority
1442.54,944545.52,183.02,0.98,2,0.02,Priority
85.06,727.13,0.44,0.54,128,0.79,Suspicious
996.66,36683.3,4.85,0.89,4,0.06,Normal
831.38,43430.43,5.68,0.75,4,0.12,Normal
97.12,66548.46,0.34,0.12,83,0.53,Suspicious
252.45,86795.48,2997.49,0.34,2,0.02,Priority
957.87,57627.67,0.58,0.63,2,0.04,Normal
660.92,58207.34,7.37,0.84,3,0.14,Normal
60.17,52634.12,0.31,0.2,88,0.61,Suspicious
550.15,39924.16,3.3,0.72,1,0.13,Normal
1066.41,17838.84,5.9,0.64,1,0.04,Normal
820.42,762341.63,105.96,0.98,2,0.03,Priority
74.58,28420.85,1.9,0.94,2,0.97,Suspicious
59.38,42702.77,1.92,0.91,1,0.91,Suspicious
510.07,23619.88,8.39,0.9,4,0.11,Normal
1319.32,116630.43,312.0,0.82,2,0.02,Priority
1426.59,435348.43,129.93,0.52,2,0.05,Priority
164.8,36023.63,1569.87,0.23,2,0.03,Priority
236.96,62685.04,837.81,0.16,1,0.02,Priority
467.07,39368.12,1.29,0.6,4,0.05,Normal
655.5,43996.87,9.96,0.88,1,0.1,Normal
950.3,17004.85,6.19,0.94,4,0.06,Normal
41.03,20545.81,0.22,0.42,69,0.36,Suspicious
739.2,20038.34,6.48,0.9,2,0.06,Normal
156.93,72519.22,2188.25,0.29,1,0.05,Priority
566.2,21618.97,7.44,0.86,5,0.12,Normal
148.78,77742.58,1464.09,0.19,1,0.02,Priority
1016.13,330367.03,231.77,0.54,2,0.04,Priority
1211.24,350269.96,491.25,0.77,2,0.03,Priority
1093.42,42336.08,7.56,0.91,3,0.11,Normal
200.85,70742.25,995.04,0.28,1,0.04,Priority
69.35,947.25,0.94,0.56,155,0.84,Suspicious
95.69,11325.6,0.4,0.36,50,0.36,Suspicious
759.46,51643.79,2.4,0.64,5,0.05,Normal
1132.93,14815.95,3.78,0.65,3,0.08,Normal
69.02,25027.36,3.89,0.96,1,0.85,Suspicious
42.29,6009.3,2.09,0.95,2,0.85,Suspicious
89.93,64103.47,0.03,0.34,83,0.55,Suspicious
107.32,1836.8,0.91,0.61,164,0.89,Suspicious
1205.0,898677.6,210.82,0.99,2,0.03,Priority
1177.97,971534.54,287.79,0.95,1,0.02,Priority
295.58,42275.18,3415.7,0.15,2,0.02,Priority
43.48,5963.7,2.43,0.92,1,0.71,Suspicious
1235.13,12358.61,7.12,0.62,4,0.03,Normal
850.6,605541.15,151.68,0.94,2,0.01,Priority
1165.36,7075.91,3.41,0.63,3,0.07,Normal
104.53,69981.78,0.02,0.35,38,0.44,Suspicious
119.4,1064.46,0.03,0.52,20,0.64,Suspicious
63.65,20684.73,1.65,0.96,1,0.89,Suspicious
527.02,18485.69,5.74,0.83,2,0.06,Normal
79.71,6026.93,2.97,0.9,1,0.89,Suspicious
82.9,1354.61,0.14,0.46,195,0.67,Suspicious
755.96,9761.9,6.01,0.89,4,0.04,Normal
1256.38,343803.42,266.76,0.81,3,0.04,Priority
88.95,1450.58,0.02,0.31,153,0.68,Suspicious
259.71,37614.38,2659.71,0.21,1,0.01,Priority
55.98,40203.05,1.34,0.85,2,0.92,Suspicious
799.18,35998.31,5.5,0.69,3,0.08,Normal
1305.86,100513.2,55.25,0.7,2,0.03,Priority
1446.97,481398.82,358.69,0.65,1,0.05,Priority
183.19,23576.67,3117.82,0.36,1,0.03,Priority
84.13,1030.72,0.99,0.41,146,0.84,Suspicious
88.11,1177.45,0.51,0.42,70,0.6,Suspicious
111.73,22170.86,3092.84,0.2,2,0.02,Priority
1132.72,41466.7,8.35,0.69,2,0.11,Normal
1078.88,34228.69,1.71,0.71,2,0.11,Normal
48.65,174.58,0.84,0.5,55,0.54,Suspicious
67.48,22708.13,3.98,1.0,1,0.8,Suspicious
990.61,230839.57,286.16,0.95,1,0.03,Priority
1202.14,43459.65,0.32,0.8,1,0.05,Normal
565.32,56188.36,8.7,0.9,1,0.1,Normal
846.2,48544.83,0.18,0.92,3,0.09,Normal
1157.3,14393.08,2.29,0.66,4,0.08,Normal
68.25,14149.46,4.54,0.9,1,0.87,Suspicious
827.84,20507.34,0.99,0.8,5,0.13,Normal
48.64,23751.47,2.2,0.99,2,0.77,Suspicious
1109.72,342115.13,243.37,0.89,1,0.04,Priority
1252.63,9261.52,4.07,0.63,5,0.06,Normal
507.89,2854.32,6.4,0.71,4,0.14,Normal
1069.08,56597.74,8.25,0.61,5,0.07,Normal
1349.17,49719.75,3.58,0.92,3,0.15,Normal
464.77,44590.82,2.19,0.74,3,0.13,Normal
654.18,29948.2,9.66,0.89,5,0.07,Normal
828.56,800016.66,102.48,0.99,1,0.02,Priority
152.02,77604.86,0.05,0.21,52,0.36,Suspicious
200.83,79426.64,900.49,0.21,2,0.03,Priority
76.01,23706.38,4.44,0.86,2,0.8,Suspicious
1344.74,44455.58,8.84,0.67,4,0.11,Normal
1162.46,52729.17,3.49,0.89,4,0.08,Normal
42.79,31683.18,3.21,0.99,2,0.8,Suspicious
1334.76,523418.29,67.76,0.99,2,0.02,Priority
439.95,22375.32,8.28,0.85,2,0.03,Normal
181.29,74153.55,349.61,0.13,2,0.02,Priority
265.55,45111.53,3239.54,0.39,2,0.02,Priority
1146.97,155818.44,81.81,0.52,2,0.02,Priority
1272.96,174471.48,259.73,0.7,1,0.02,Priority
1045.24,39407.33,8.26,0.75,5,0.15,Normal
1387.5,171964.48,536.77,0.55,1,0.03,Priority
1101.14,99993.95,487.63,0.67,2,0.05,Priority
1327.56,19155.73,1.2,0.89,1,0.07,Normal
908.31,2414.55,3.2,0.89,5,0.15,Normal
56.44,19234.29,2.86,0.86,1,0.75,Suspicious
1381.95,109803.69,220.85,0.61,3,0.05,Priority
1475.13,252613.95,588.55,0.53,3,0.03,Priority
132.47,58008.13,2962.32,0.35,2,0.03,Priority
182.67,34529.85,2099.07,0.39,2,0.02,Priority
55.47,30695.89,2.66,0.91,1,0.75,Suspicious
1337.75,8581.73,0.97,0.89,4,0.05,Normal
76.92,48364.32,0.54,0.99,1,0.76,Suspicious
669.91,32850.72,1.7,0.89,1,0.08,Normal
467.55,11114.5,9.85,0.76,4,0.02,Normal
1473.66,97856.04,133.69,0.73,2,0.04,Priority
121.71,69368.18,493.54,0.38,2,0.03,Priority
1459.78,177898.62,87.28,0.97,2,0.01,Priority
49.35,75140.73,0.4,0.21,32,0.45,Suspicious
69.5,414.99,0.51,0.56,135,0.79,Suspicious
63.41,33714.02,0.03,0.27,80,0.31,Suspicious
1492.26,304938.62,587.98,0.89,2,0.02,Priority
257.76,40844.84,1727.06,0.12,2,0.01,Priority
1439.64,313464.5,187.74,0.52,3,0.05,Priority
61.66,463.26,0.23,0.58,185,0.53,Suspicious
71.02,16783.68,2.52,0.87,1,0.93,Suspicious
46.63,106.4,0.96,0.7,24,0.52,Suspicious
1149.01,411720.65,153.96,0.98,1,0.01,Priority
563.62,47893.76,6.97,0.68,2,0.12,Normal
89.05,27298.59,0.21,0.23,37,0.67,Suspicious
768.27,39128.9,0.44,0.91,5,0.13,Normal
1291.2,1804.41,3.29,0.79,5,0.14,Normal
1439.03,279531.74,128.73,0.67,1,0.03,Priority
1419.84,375411.33,314.76,0.65,1,0.01,Priority
985.38,33309.35,6.44,0.69,5,0.04,Normal
1305.4,572503.48,277.07,0.99,2,0.02,Priority
128.36,16261.38,0.33,0.35,54,0.45,Suspicious
1110.25,19828.8,1.46,0.61,5,0.14,Normal
133.86,87283.68,347.27,0.37,2,0.02,Priority
167.57,32356.02,0.33,0.16,23,0.66,Suspicious
252.84,72829.52,2212.35,0.32,2,0.04,Priority
108.37,378.99,0.36,0.52,192,0.73,Suspicious
140.45,51454.01,0.02,0.14,42,0.41,Suspicious
1010.96,3367.35,9.02,0.8,1,0.13,Normal
59.89,30823.78,2.18,0.96,1,0.71,Suspicious
163.47,32742.88,234.58,0.39,2,0.03,Priority
83.44,210.46,0.37,0.36,174,0.54,Suspicious
213.28,78391.01,3479.79,0.12,1,0.04,Priority
846.54,532144.88,271.12,0.94,2,0.02,Priority
735.49,22413.39,5.11,0.73,4,0.14,Normal
632.97,54423.88,0.47,0.68,3,0.1,Normal
1396.87,457912.03,391.26,0.61,3,0.03,Priority
240.61,51956.62,2423.03,0.22,1,0.02,Priority
168.3,36397.8,0.36,0.43,94,0.66,Suspicious
1266.64,524484.47,54.42,0.95,1,0.01,Priority
60.99,1202.05,0.71,0.31,194,0.57,Suspicious
45.81,32163.1,3.37,0.92,1,0.96,Suspicious
1051.26,444674.86,181.32,0.88,2,0.03,Priority
1208.5,443201.61,101.39,0.99,1,0.03,Priority
703.19,18108.24,5.68,0.64,3,0.12,Normal
775.88,32398.03,9.43,0.84,5,0.05,Normal
44.65,7260.66,3.89,0.89,2,0.99,Suspicious
410.72,33111.18,9.76,0.73,4,0.09,Normal
57.59,27994.63,3.23,0.89,1,0.84,Suspicious
90.53,19223.41,0.47,0.46,53,0.5,Suspicious
848.38,532384.52,291.95,0.91,1,0.03,Priority
1208.27,646802.09,67.39,0.93,2,0.02,Priority
112.15,29156.11,2799.35,0.11,2,0.02,Priority
60.56,30370.26,4.83,0.85,1,0.78,Suspicious
1228.21,11061.29,8.98,0.83,4,0.08,Normal
1255.09,39831.59,4.4,0.72,3,0.13,Normal
424.18,23589.05,5.31,0.84,2,0.13,Normal
1204.96,4091.09,1.68,0.72,2,0.05,Normal
502.03,36468.59,3.09,0.91,5,0.07,Normal
75.97,1800.75,0.76,0.37,167,0.74,Suspicious
114.42,940.54,0.8,0.67,115,0.87,Suspicious
51.62,49075.29,0.06,0.39,49,0.56,Suspicious
110.34,1037.45,0.17,0.35,198,0.59,Suspicious
1433.93,641518.06,107.42,1.0,2,0.02,Priority
61.71,49192.35,4.07,0.94,1,0.77,Suspicious
265.89,26818.42,1595.41,0.15,1,0.04,Priority
819.78,16116.21,6.15,0.63,1,0.1,Normal
574.37,41765.33,3.93,0.93,1,0.11,Normal
1219.32,908240.94,30.94,0.92,1,0.01,Priority
1378.15,246424.19,68.15,0.93,2,0.01,Priority
760.16,58124.27,9.24,0.91,3,0.11,Normal
649.3,14268.32,5.24,0.8,2,0.14,Normal
557.66,11266.62,7.63,0.61,4,0.12,Normal
93.03,1066.56,0.32,0.69,49,0.65,Suspicious
101.23,1052.0,0.78,0.35,59,0.88,Suspicious
696.85,9992.01,1.47,0.65,1,0.14,Normal
62.83,1109.73,0.75,0.31,124,0.65,Suspicious
1312.81,118005.93,190.14,0.84,3,0.03,Priority
933.39,52328.18,1.39,0.88,4,0.03,Normal
88.01,61884.97,0.12,0.46,30,0.35,Suspicious
804.19,37859.24,8.9,0.67,2,0.11,Normal
412.4,28657.31,3.08,0.81,3,0.05,Normal
645.84,52140.53,4.42,0.62,4,0.13,Normal
56.65,810.12,0.45,0.67,111,0.58,Suspicious
646.6,29560.55,7.5,0.77,2,0.1,Normal
1056.15,51440.61,2.6,0.71,4,0.07,Normal
192.94,50729.56,0.05,0.3,15,0.61,Suspicious
1474.09,228447.93,173.96,0.78,2,0.02,Priority
1134.76,19970.45,0.44,0.64,5,0.11,Normal
880.21,6016.66,0.32,0.92,5,0.11,Normal
261.56,80992.33,2187.02,0.38,1,0.05,Priority
63.74,1738.31,0.41,0.49,195,0.52,Suspicious
134.82,22675.24,0.03,0.3,44,0.53,Suspicious
571.6,10880.12,4.68,0.61,5,0.07,Normal
41.04,12956.4,1.0,0.97,1,0.94,Suspicious
88.05,79942.51,0.06,0.19,71,0.56,Suspicious
1231.01,8375.81,1.44,0.89,5,0.1,Normal
1262.28,229814.32,244.69,0.65,1,0.03,Priority
63.61,234.08,0.42,0.55,78,0.52,Suspicious
489.2,32584.8,2.41,0.72,1,0.11,Normal
934.87,486233.67,110.89,0.94,1,0.03,Priority
502.53,37142.98,1.03,0.86,3,0.15,Normal
145.54,13121.44,0.15,0.41,15,0.4,Suspicious
533.52,3829.51,7.78,0.8,1,0.04,Normal
788.65,10657.34,2.81,0.92,4,0.05,Normal
836.43,993750.5,269.88,0.92,2,0.02,Priority
463.52,17259.96,6.8,0.86,1,0.15,Normal
1385.97,46253.74,9.43,0.68,5,0.1,Normal
48.42,23163.13,3.35,0.85,2,0.86,Suspicious
1346.53,885701.26,173.84,0.96,1,0.02,Priority
148.03,49241.86,0.18,0.33,56,0.7,Suspicious
54.1,38312.8,1.66,0.93,1,0.9,Suspicious
73.1,16967.97,4.5,0.94,2,0.73,Suspicious
46.16,19422.97,4.64,0.93,1,0.72,Suspicious
124.89,62928.47,621.7,0.23,2,0.02,Priority
70.4,22390.54,3.89,0.99,2,0.72,Suspicious
1345.31,55107.53,5.88,0.76,1,0.05,Normal
140.57,76612.58,0.13,0.41,98,0.38,Suspicious
982.52,153012.66,285.71,0.96,2,0.03,Priority
796.54,37703.12,8.64,0.93,4,0.08,Normal
107.14,48834.16,0.45,0.16,26,0.58,Suspicious
422.13,38801.9,4.2,0.69,5,0.03,Normal
219.32,85860.19,1840.0,0.2,2,0.02,Priority
72.04,40852.55,3.05,0.9,2,0.9,Suspicious
1120.02,809140.86,256.86,0.94,1,0.03,Priority
79.33,18180.12,0.91,0.91,1,0.87,Suspicious
778.15,37955.57,3.12,0.82,3,0.1,Normal
74.74,336.58,0.94,0.52,107,0.79,Suspicious
132.22,23028.56,0.07,0.2,65,0.64,Suspicious
108.92,917.2,0.06,0.53,193,0.67,Suspicious
93.74,361.91,0.51,0.34,135,0.64,Suspicious
1162.68,989195.74,44.38,0.97,1,0.02,Priority
977.2,4887.64,1.99,0.74,2,0.03,Normal
1311.17,21936.79,4.31,0.68,1,0.11,Normal
84.23,28894.42,0.47,0.22,33,0.39,Suspicious
1439.79,564391.7,189.0,0.9,2,0.04,Priority
190.46,55213.24,0.06,0.49,63,0.38,Suspicious
1163.69,31880.68,2.35,0.83,5,0.02,Normal
40.29,28203.8,1.18,0.86,2,0.95,Suspicious
1190.61,17526.65,8.39,0.83,1,0.13,Normal
45.07,10369.36,4.97,0.88,2,0.87,Suspicious
185.75,38726.43,905.42,0.34,1,0.04,Priority
973.92,8540.54,3.59,0.79,1,0.02,Normal
122.05,60841.94,0.24,0.11,11,0.3,Suspicious
77.2,1341.57,0.48,0.36,196,0.69,Suspicious
1442.56,602823.63,15.2,0.94,2,0.04,Priority
856.37,783663.07,14.88,0.94,1,0.02,Priority
1414.01,314360.51,267.59,0.94,2,0.02,Priority
269.38,85421.78,1660.1,0.31,1,0.02,Priority
1137.15,126872.68,260.55,0.54,3,0.04,Priority
91.88,62037.08,0.27,0.47,90,0.42,Suspicious
51.27,38863.61,1.67,0.97,2,0.83,Suspicious
242.12,38866.92,1436.39,0.19,1,0.01,Priority
1238.15,48365.85,9.61,0.79,2,0.07,Normal
1406.44,294333.84,145.38,0.79,2,0.03,Priority
1172.67,420552.61,426.69,0.63,1,0.04,Priority
293.74,80252.64,643.39,0.24,1,0.04,Priority
56.67,43715.44,4.86,0.87,2,0.81,Suspicious
131.72,71162.53,74.75,0.34,2,0.02,Priority
58.7,31701.6,4.4,0.98,1,0.87,Suspicious
1158.87,7241.99,5.11,0.89,1,0.08,Normal
1043.16,914584.93,284.74,0.99,1,0.03,Priority
768.09,8379.62,0.51,0.7,2,0.07,Normal
69.87,45933.71,0.03,0.31,48,0.64,Suspicious
199.32,46982.65,0.42,0.16,40,0.69,Suspicious
1061.66,44533.49,5.25,0.75,4,0.05,Normal
763.25,37027.92,1.28,0.92,2,0.13,Normal
1189.97,49097.18,0.94,0.82,1,0.09,Normal
609.52,27864.4,9.09,0.64,2,0.11,Normal
1234.42,223318.54,410.72,0.81,1,0.03,Priority
96.37,1542.53,0.04,0.45,186,0.59,Suspicious
1289.52,22916.57,2.03,0.77,1,0.08,Normal
432.04,2653.11,6.04,0.88,5,0.04,Normal
193.77,53163.91,3223.63,0.35,2,0.04,Priority
1376.5,39035.66,2.85,0.95,5,0.09,Normal
107.51,1841.57,0.82,0.54,70,0.58,Suspicious
1109.3,3952.11,0.79,0.88,2,0.12,Normal
46.17,5248.47,2.02,0.92,2,0.78,Suspicious
142.86,47668.5,1404.08,0.21,1,0.05,Priority
65.1,43000.09,0.04,0.33,29,0.31,Suspicious
451.72,13451.26,0.84,0.7,3,0.03,Normal
82.48,57796.57,0.38,0.15,94,0.57,Suspicious
113.86,1893.1,0.87,0.38,171,0.77,Suspicious
1330.23,487422.62,170.48,0.82,3,0.01,Priority
190.37,37708.58,0.25,0.2,67,0.66,Suspicious
86.81,58225.49,0.01,0.12,25,0.6,Suspicious
1298.52,348030.94,161.16,0.65,1,0.02,Priority
297.47,98534.54,1979.78,0.2,1,0.04,Priority
165.48,49015.25,3492.25,0.32,2,0.05,Priority
1431.5,432090.86,554.78,0.52,3,0.02,Priority
1215.71,24792.36,9.36,0.93,4,0.14,Normal
246.75,27042.27,2715.48,0.2,2,0.02,Priority
103.91,1387.73,0.36,0.65,21,0.61,Suspicious
117.15,894.56,0.25,0.55,142,0.53,Suspicious
1002.99,483997.59,254.33,0.93,1,0.02,Priority
1121.86,53149.64,6.2,0.65,3,0.13,Normal
290.46,85517.12,1502.13,0.29,1,0.05,Priority
1364.28,198824.7,153.1,0.84,1,0.05,Priority
75.03,43466.75,4.45,0.95,1,0.72,Suspicious
586.91,4932.93,9.99,0.61,3,0.03,Normal
72.17,1659.25,0.92,0.37,45,0.82,Suspicious
100.28,1969.44,0.12,0.7,39,0.67,Suspicious
74.64,54368.93,0.02,0.24,91,0.62,Suspicious
1385.01,6678.78,2.93,0.9,1,0.06,Normal
431.45,43863.31,8.37,0.75,5,0.12,Normal
844.81,40440.83,6.34,0.61,3,0.14,Normal
74.2,1898.03,0.27,0.55,189,0.85,Suspicious
267.17,40289.42,2717.33,0.22,1,0.04,Priority
89.68,950.41,0.49,0.68,105,0.57,Suspicious
62.51,43838.03,3.24,0.94,2,0.98,Suspicious
57.81,326.4,0.51,0.56,167,0.79,Suspicious
1183.97,811888.95,140.29,0.9,2,0.03,Priority
1007.04,887260.26,193.88,0.91,2,0.04,Priority
63.78,46784.38,1.79,0.89,1,0.97,Suspicious
60.44,19033.85,4.49,0.91,1,0.97,Suspicious
1034.09,59094.02,1.47,0.75,2,0.05,Normal
45.96,435.36,0.1,0.4,71,0.75,Suspicious
1344.54,245786.24,247.06,0.56,3,0.02,Priority
104.02,546.62,0.56,0.45,82,0.79,Suspicious
125.04,97510.82,850.32,0.15,2,0.04,Priority
74.54,218.31,0.78,0.68,189,0.78,Suspicious
112.77,22395.24,3243.02,0.11,1,0.04,Priority
1190.26,18449.42,5.01,0.75,5,0.11,Normal
722.55,51071.52,1.45,0.85,5,0.06,Normal
946.03,291211.62,104.66,0.95,2,0.02,Priority
412.91,14374.75,5.71,0.72,2,0.1,Normal
1098.7,198031.13,299.39,0.83,1,0.04,Priority
71.52,28280.4,2.44,0.89,1,0.83,Suspicious
66.02,41363.01,0.02,0.29,20,0.54,Suspicious
52.43,35845.31,2.04,0.95,1,0.75,Suspicious
76.07,1417.43,0.84,0.68,81,0.71,Suspicious
59.51,45745.74,2.84,1.0,1,0.93,Suspicious
1211.8,434101.37,333.15,0.68,3,0.05,Priority
102.96,53682.95,0.38,0.34,84,0.36,Suspicious
1021.81,595228.55,205.58,0.92,2,0.03,Priority
62.67,1759.04,0.56,0.54,165,0.82,Suspicious
213.85,58625.92,3130.14,0.12,2,0.01,Priority
164.45,97565.69,2578.06,0.12,1,0.04,Priority
183.62,42050.03,0.32,0.48,78,0.57,Suspicious
58.63,25835.05,4.84,0.95,2,0.91,Suspicious
271.81,62431.95,1635.29,0.33,2,0.04,Priority
182.9,55634.79,1891.71,0.24,2,0.04,Priority
1467.33,725750.36,220.53,0.93,1,0.03,Priority
1113.56,378136.84,219.55,0.88,2,0.01,Priority
100.84,693.05,0.71,0.5,123,0.6,Suspicious
931.57,2926.88,4.81,0.74,3,0.11,Normal
855.61,48184.7,6.51,0.6,4,0.14,Normal
50.14,30909.06,0.01,0.38,55,0.63,Suspicious
112.39,694.06,0.14,0.63,117,0.83,Suspicious
192.34,21060.71,1697.75,0.38,1,0.01,Priority
1056.47,28505.27,9.65,0.91,1,0.07,Normal
884.02,31331.63,3.15,0.8,3,0.09,Normal
1498.4,180427.38,453.57,0.62,2,0.03,Priority
190.03,39806.72,0.47,0.16,64,0.68,Suspicious
176.56,63933.15,2561.56,0.24,2,0.02,Priority
833.07,55133.96,4.56,0.86,5,0.11,Normal
604.59,11708.97,0.24,0.87,3,0.11,Normal
1062.03,324632.25,333.59,0.84,2,0.04,Priority
41.87,362.58,0.86,0.6,30,0.61,Suspicious
43.74,17409.59,1.42,0.97,1,0.71,Suspicious
274.4,66233.17,1482.46,0.4,2,0.05,Priority
56.76,115.34,0.78,0.63,111,0.66,Suspicious
64.23,1046.22,0.19,0.49,141,0.73,Suspicious
1015.99,266077.82,579.69,0.85,2,0.03,Priority
41.34,48389.75,0.14,0.29,71,0.5,Suspicious
190.8,22969.51,488.12,0.24,2,0.04,Priority
105.34,64105.57,0.13,0.49,50,0.36,Suspicious
1251.84,24829.97,0.87,0.79,2,0.1,Normal
1264.66,10140.59,0.92,0.77,3,0.09,Normal
46.75,1829.04,0.9,0.63,58,0.86,Suspicious
99.02,148.26,0.93,0.69,138,0.85,Suspicious
474.51,31113.17,9.7,0.84,4,0.03,Normal
949.81,53898.3,3.07,0.66,1,0.05,Normal
957.4,840456.29,115.02,0.91,1,0.02,Priority
69.96,57624.65,0.2,0.42,81,0.57,Suspicious
156.56,26768.59,0.24,0.2,64,0.5,Suspicious
1357.27,649753.29,161.97,0.96,2,0.03,Priority
767.0,7261.4,6.92,0.94,5,0.12,Normal
246.36,70278.35,1719.86,0.13,2,0.03,Priority
1006.85,52977.41,8.84,0.83,5,0.15,Normal
698.34,16518.52,1.72,0.73,5,0.1,Normal
43.99,11312.7,1.22,0.99,1,0.87,Suspicious
127.68,78197.82,2868.83,0.16,2,0.03,Priority
1028.13,123871.21,312.08,0.65,3,0.04,Priority
1085.97,2025.41,3.3,0.94,3,0.08,Normal
166.03,20726.24,0.12,0.21,33,0.7,Suspicious
1340.32,18326.91,4.22,0.88,2,0.07,Normal
847.5,10677.28,3.53,0.89,1,0.04,Normal
53.43,1401.0,0.53,0.67,191,0.59,Suspicious
1267.29,42793.42,8.39,0.84,2,0.03,Normal
590.11,47763.11,9.09,0.93,3,0.07,Normal
41.45,15496.53,3.67,0.97,1,0.93,Suspicious
1124.56,401819.67,590.67,0.84,3,0.04,Priority
777.31,56242.95,6.78,0.64,2,0.09,Normal
1115.76,102430.15,42.77,0.76,1,0.05,Priority
1125.73,124733.47,255.53,0.56,1,0.03,Priority
115.69,875.38,0.85,0.58,135,0.67,Suspicious
1231.6,56017.02,7.53,0.9,2,0.08,Normal
72.76,27590.85,0.85,0.96,1,0.75,Suspicious
